ID,gen
gene-KPHS_30690,malate/lactate/ureidoglycolate dehydrogenase
gene-KPHS_30700,formate dehydrogenase H%2C selenopolypeptide subunit
gene-KPHS_30710,putative metal-dependent amidase/aminoacylase/carboxypeptidase
gene-KPHS_30720,putative metal-dependent amidase/aminoacylase/carboxypeptidase
gene-KPHS_30730,putative transporter protein
gene-KPHS_30740,glyoxalase I%2C nickel isomerase
gene-KPHS_30750,putative sugar transport protein
gene-KPHS_30760,glyoxalase I%2C nickel isomerase
gene-KPHS_30770,DUF1062 domain-containing protein
gene-KPHS_30780,putative ABC transporter
gene-KPHS_30790,amino acid ABC transporter
gene-KPHS_30800,amino acid ABC transport system periplasmic binding component
gene-KPHS_30810,hypothetical protein
gene-KPHS_30820,putative transcriptional regulator
gene-KPHS_30830,putative iron compound ABC transport system periplasmic binding component
gene-KPHS_30840,iron ABC transporter permease
gene-KPHS_30850,putative iron compound ABC transport system permease component
gene-KPHS_30860,ferric enterobactin transporter ATP-binding protein
gene-KPHS_30870,TonB-dependent receptor
gene-KPHS_30880,ABC transporter ATPase
gene-KPHS_30890,ABC transporter permease
gene-KPHS_30900,putative ABC-type taurine transport system periplasmic binding component
gene-KPHS_30910,putative ABC transporter periplasmic solute-binding protein
gene-KPHS_30920,putative acyl-CoA dehydrogenase
gene-KPHS_30930,putative lavin-dependent oxidoreductase
gene-KPHS_30940,putative LysR family regulatory protein
gene-KPHS_30950,putative cysteine dioxygenase type I
gene-KPHS_30960,putative rhodanese-related sulfurtransferase
gene-KPHS_30970,polyphenol oxidase family protein
gene-KPHS_30980,putative 3-hydroxyphenylpropionic transporter MhpT
gene-KPHS_30990,4-hydroxy-2-ketovalerate aldolase
gene-KPHS_31000,acetaldehyde dehydrogenase
gene-KPHS_31010,2-keto-4-pentenoate hydratase
gene-KPHS_31020,2-hydroxy-6-oxononadienedioate
gene-KPHS_31030,3-(2%2C3-dihydroxyphenyl)propionate dioxygenase
gene-KPHS_31040,3-(2%2C3-dihydroxyphenyl)propionate dioxygenase
gene-KPHS_31050,3-(3-hydroxyphenyl)propionate hydroxylase
gene-KPHS_31060,DNA-binding transcriptional activator MhpR
gene-KPHS_31070,ABC transporter substrate-binding protein
gene-KPHS_31080,ABC transporter permease
gene-KPHS_31090,putative ABC transporter ATP-binding protein
gene-KPHS_31100,ABC transporter substrate-binding protein
gene-KPHS_31110,shikimate 5-dehydrogenase
gene-KPHS_31120,major facilitator superfamily permease
gene-KPHS_31130,putative 4-hydroxyphenylpyruvate dioxygenase
gene-KPHS_31140,putative regulatory protein TetR
gene-KPHS_31150,fumarate hydratase FumD
gene-KPHS_31160,hypothetical protein
gene-KPHS_31170,hypothetical protein
gene-KPHS_31180,pyruvate kinase
gene-KPHS_31190,murein lipoprotein
gene-KPHS_31200,putative ATP synthase subunit
gene-KPHS_31210,cysteine desufuration protein
gene-KPHS_31220,selenocysteine lyase
gene-KPHS_31230,cysteine desulfurase activator complex subunit SufD
gene-KPHS_31240,cysteine desulfurase
gene-KPHS_31250,cysteine desulfurase activator complex subunit SufB
gene-KPHS_31260,iron-sulfur cluster assembly scaffold protein
gene-KPHS_31270,transposase
gene-KPHS_31280,hypothetical protein
gene-KPHS_31300,hypothetical protein
gene-KPHS_31290,hypothetical protein
gene-KPHS_31310,DoxX family protein
gene-KPHS_31320,TetR/AcrR family transcriptional regulator
gene-KPHS_31330,L-lactate dehydrogenase
gene-KPHS_31340,putative efflux protein
gene-KPHS_31350,HlyD family secretion protein
gene-KPHS_31360,putative TetR family transcriptional regulator
gene-KPHS_31370,NAD dependent epimerase/dehydratase
gene-KPHS_31380,LysR family transcriptional regulator
gene-KPHS_31390,iron ABC transporter periplasmic iron-binding protein
gene-KPHS_31400,iron compound ABC superfamily ATP binding cassette transporter%2C binding protein
gene-KPHS_31410,iron(III) dicitrate transport ATP-binding protein
gene-KPHS_31420,iron ABC transporter ATP-binding protein
gene-KPHS_31430,permease protein
gene-KPHS_31440,5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase
gene-KPHS_31450,DUF1852 domain-containing protein
gene-KPHS_31460,hypothetical protein
gene-KPHS_31470,GlsB/YeaQ/YmgE family stress response membrane protein
gene-KPHS_31480,1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase
gene-KPHS_31490,putative oxidase
gene-KPHS_31500,putative oxidase
gene-KPHS_31510,inner membrane protein YdiK
gene-KPHS_31520,phosphoenolpyruvate synthase
gene-KPHS_31530,hypothetical protein
gene-KPHS_31540,kinase/pyrophosphorylase
gene-KPHS_31550,phospho-2-dehydro-3-deoxyheptonate aldolase
gene-KPHS_31560,hemin uptake protein HemP
gene-KPHS_31570,YdiU family protein
gene-KPHS_31580,lipoprotein
gene-KPHS_31590,vitamin B12 ABC transport system ATP-binding component
gene-KPHS_31600,vitamin B12 ABC transport system periplasmic component
gene-KPHS_31610,putative outer membrane lipoprotein
gene-KPHS_31620,vitamin B12 ABC superfamily ATP binding cassette transporter%2C permease protein
gene-KPHS_31630,putative H+/gluconate symporter
gene-KPHS_31640,LysR family transcriptional regulator
gene-KPHS_31650,putative glycine/D-amino acid oxidase
gene-KPHS_31660,putative translation initiation inhibitor
gene-KPHS_31670,integration host factor subunit alpha
gene-KPHS_31680,phenylalanyl-tRNA synthetase subunit beta
gene-KPHS_31690,phenylalanyl-tRNA synthetase subunit alpha
gene-KPHS_31700,50S ribosomal protein L35
gene-KPHS_31710,translation initiation factor IF-3
gene-KPHS_31720,threonyl-tRNA synthetase
gene-KPHS_31730,hypothetical protein
gene-KPHS_31740,YdiY family protein
gene-KPHS_31750,6-phosphofructokinase
gene-KPHS_31760,type V toxin-antitoxin system endoribonuclease antitoxin GhoS
gene-KPHS_31770,protein kinase-like protein
gene-KPHS_31780,transporter
gene-KPHS_31790,YciI domain protein
gene-KPHS_31800,hypothetical protein
gene-KPHS_31810,polyisoprenoid-binding protein
gene-KPHS_31820,hypothetical protein
gene-KPHS_31830,YciY family protein
gene-KPHS_31840,cardiolipin synthetase
gene-KPHS_31850,dsDNA-mimic protein
gene-KPHS_31860,putative potassium channel protein
gene-KPHS_31870,oligopeptide ABC transporter ATP-binding protein
gene-KPHS_31880,oligopeptide ABC transporter ATP-binding protein
gene-KPHS_31890,oligopeptide transport permease
gene-KPHS_31900,oligopeptide transporter permease
gene-KPHS_31910,oligopeptide ABC transporter substrate-binding protein
gene-KPHS_31920,hypothetical protein
gene-KPHS_31930,YchE family NAAT transporter
gene-KPHS_31940,hypothetical protein
gene-KPHS_31950,bifunctional acetaldehyde-CoA/alcohol dehydrogenase
gene-KPHS_31960,thymidine kinase
gene-KPHS_31970,hypothetical protein
gene-KPHS_31980,global DNA-binding transcriptional dual regulator H-NS
gene-KPHS_31990,UTP--glucose-1-phosphate uridylyltransferase subunit GalU
gene-KPHS_32000,response regulator of RpoS
gene-KPHS_32010,patatin-like phospholipase RssA
gene-KPHS_32020,SEC-C domain-containing protein
gene-KPHS_32030,formyltetrahydrofolate deformylase
gene-KPHS_32040,AsnC family transcriptional regulator
gene-KPHS_32050,DMT family transporter
gene-KPHS_32060,nitrate reductase 1%2C cytochrome b(NR)%2C gamma subunit
gene-KPHS_32070,nitrate reductase 1%2C delta subunit%2C assembly function
gene-KPHS_32080,nitrate reductase 1%2C Fe-S (beta) subunit
gene-KPHS_32090,nitrate reductase 1 subunit alpha
gene-KPHS_32100,hypothetical protein
gene-KPHS_32110,nitrite extrusion protein
gene-KPHS_32120,two-component nitrate/nitrite sensory histidine protein kinase
gene-KPHS_32130,transcriptional regulator NarL
gene-KPHS_32140,YchO/YchP family invasin
gene-KPHS_32150,putative nitrate reductase
gene-KPHS_32160,putative nitrite reductase
gene-KPHS_32170,putative nitrite reductase
gene-KPHS_32180,putative nitrate transport protein nasD
gene-KPHS_32190,nitrate ABC transporter%2C inner membrane subunit
gene-KPHS_32200,putative nitrate transporter component%2C NasE
gene-KPHS_32210,nitrate transporter component
gene-KPHS_32220,hypothetical protein
gene-KPHS_32230,nitrate regulatory protein
gene-KPHS_32240,putative phosphatase
gene-KPHS_32250,DUF1883 domain-containing protein
gene-KPHS_32260,cation transport regulator
gene-KPHS_32270,cation transport regulator
gene-KPHS_32280,calcium/sodium:proton antiporter
gene-KPHS_32290,2-dehydro-3-deoxyphosphooctonate aldolase
gene-KPHS_32300,putative transcriptional regulator
gene-KPHS_32310,putative transcriptional regulator
gene-KPHS_32320,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
gene-KPHS_32330,peptide chain release factor 1
gene-KPHS_32340,glutamyl-tRNA reductase
gene-KPHS_32350,outer membrane lipoprotein LolB
gene-KPHS_32360,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
gene-KPHS_32370,ribose-phosphate pyrophosphokinase
gene-KPHS_32380,putative sulfate transporter
gene-KPHS_32390,putative albicidin resistance protein
gene-KPHS_32400,stress-induced protein YchH
gene-KPHS_32410,peptidyl-tRNA hydrolase
gene-KPHS_32420,translation-associated GTPase
gene-KPHS_32430,DUF1869 domain-containing protein
gene-KPHS_32440,putative periplasmic sugar-binding protein
gene-KPHS_32450,type VI secretion system ImpA family N-terminal domain-containing protein
gene-KPHS_32460,type VI secretion system lysozyme-like protein
gene-KPHS_32470,type VI secretion system lipoprotein TssJ
gene-KPHS_32480,type VI secretion system baseplate subunit TssG
gene-KPHS_32490,type VI secretion system baseplate subunit TssF
gene-KPHS_32500,type VI secretion protein VasK
gene-KPHS_32510,hypothetical protein
gene-KPHS_32520,PAAR domain-containing protein
gene-KPHS_32530,hypothetical protein
gene-KPHS_32540,hypothetical protein
gene-KPHS_32550,hypothetical protein
gene-KPHS_32560,hypothetical protein
gene-KPHS_32570,sulfatase modifying factor 1
gene-KPHS_32580,sulfatase modifying factor 1
gene-KPHS_32600,hypothetical protein
gene-KPHS_32590,hypothetical protein
gene-KPHS_32610,transposase InsC for insertion sequence IS903
gene-KPHS_32620,SUMF1/EgtB/PvdO family nonheme iron enzyme
gene-KPHS_32630,sulfatase modifying factor 1
gene-KPHS_32640,hypothetical protein
gene-KPHS_32650,sulfatase modifying factor 1 -like protein
gene-KPHS_32660,hypothetical protein
gene-KPHS_32670,hypothetical protein
gene-KPHS_32680,hypothetical protein
gene-KPHS_32690,hypothetical protein
gene-KPHS_32700,hypothetical protein
gene-KPHS_32710,hypothetical protein
gene-KPHS_32720,S-type pyocin domain-containing protein
gene-KPHS_32730,type VI secretion system tip protein VgrG
gene-KPHS_32740,hypothetical protein
gene-KPHS_32750,OmpA family protein
gene-KPHS_32760,membrane protein
gene-KPHS_32770,type VI secretion system baseplate subunit TssK
gene-KPHS_32780,hypothetical protein
gene-KPHS_32790,gamma-glutamylcyclotransferase
gene-KPHS_32800,putative nucleoprotein/polynucleotide-associated enzyme
gene-KPHS_32810,putative ribosomal large subunit pseudouridine synthase A
gene-KPHS_32820,cold shock protein E
gene-KPHS_32830,LysR family transcriptional regulator
gene-KPHS_32840,molybdate ABC transporter periplasmic substrate-binding protein
gene-KPHS_32850,major facilitator superfamily permease
gene-KPHS_32860,major facilitator superfamily permease
gene-KPHS_32870,transcriptional regulator LysR
gene-KPHS_32880,putative acetyltransferase
gene-KPHS_32890,phosphoenolpyruvate carboxykinase
gene-KPHS_32900,LysR family transcriptional regulator
gene-KPHS_32910,ATP-binding component of leucine transport
gene-KPHS_32920,ATP-binding component of high-affinity branched-chain amino acid transport system
gene-KPHS_32930,high-affinity branched-chain amino acid transport
gene-KPHS_32940,high-affinity branched-chain amino acid transport
gene-KPHS_32950,high-affinity branched-chain amino acid ABC transporter membrane protein
gene-KPHS_32960,high-affinity branched-chain amino acid ABC transporter substrate-binding protein
gene-KPHS_32970,hypothetical protein
gene-KPHS_32980,putative formate acetyltransferase
gene-KPHS_32990,formate C-acetyltransferase
gene-KPHS_33000,propionate kinase
gene-KPHS_33010,threonine/serine transporter TdcC
gene-KPHS_33020,threonine dehydratase
gene-KPHS_33030,DNA-binding transcriptional activator TdcA
gene-KPHS_33040,hypothetical protein
gene-KPHS_33050,putative nitrilotriacetate monooxygenase
gene-KPHS_33060,phosphate/phosphonate ABC superfamily ATP binding cassette transporter%2C binding protein
gene-KPHS_33070,putative fatty acid desaturase
gene-KPHS_33080,GIY-YIG nuclease family protein
gene-KPHS_33090,proteasome-type protease
gene-KPHS_33100,transglutaminase family protein
gene-KPHS_33110,alpha-E domain-containing protein
gene-KPHS_33120,circularly permuted type 2 ATP-grasp protein
gene-KPHS_33130,periplasmic trehalase
gene-KPHS_33140,TonB-dependent siderophore receptor
gene-KPHS_33150,membrane-bound lytic murein transglycosylase E
gene-KPHS_33160,hypothetical protein
gene-KPHS_33170,muramoyltetrapeptide carboxypeptidase
gene-KPHS_33180,potassium/proton antiporter
gene-KPHS_33190,alanine racemase
gene-KPHS_33200,D-amino acid dehydrogenase small subunit
gene-KPHS_33210,hypothetical protein
gene-KPHS_33220,SpoVR family protein
gene-KPHS_33230,fatty acid metabolism regulator
gene-KPHS_33240,sodium/proton antiporter
gene-KPHS_33250,disulfide bond formation protein B
gene-KPHS_33260,DUF1971 domain-containing protein
gene-KPHS_33270,YcgN family cysteine cluster protein
gene-KPHS_33280,fumarylacetoacetate hydrolase family protein
gene-KPHS_33290,YcgL domain-containing protein
gene-KPHS_33300,hypothetical protein
gene-KPHS_33310,septum site-determining protein MinC
gene-KPHS_33320,cell division inhibitor MinD
gene-KPHS_33330,cell division topological specificity factor MinE
gene-KPHS_33340,ribonuclease D
gene-KPHS_33350,long-chain-fatty-acid--CoA ligase
gene-KPHS_33360,Slp family lipoprotein
gene-KPHS_33370,putative glycoprotein endopeptidase
gene-KPHS_33380,putative ATP-dependent helicase
gene-KPHS_33390,endoribonuclease L-PSP
gene-KPHS_33400,YoaH family protein
gene-KPHS_33410,para-aminobenzoate synthase
gene-KPHS_33420,CoA pyrophosphatase
gene-KPHS_33430,L-serine ammonia-lyase 1
gene-KPHS_33440,hypothetical protein
gene-KPHS_33450,EAL domain-containing protein
gene-KPHS_33460,putative transmembrane protein
gene-KPHS_33470,PTS enzyme IIAB%2C mannose-specific
gene-KPHS_33480,PTS enzyme IIC%2C mannose-specific
gene-KPHS_33490,mannose-specific PTS system protein IID
gene-KPHS_33500,DUF986 domain-containing protein
gene-KPHS_33510,manganese efflux pump MntP
gene-KPHS_33520,ribosomal RNA large subunit methyltransferase A
gene-KPHS_33530,division-specific transpeptidase
gene-KPHS_33540,cold-shock protein
gene-KPHS_33550,succinate dehydrogenase
gene-KPHS_33560,YebO family protein
gene-KPHS_33570,hypothetical protein
gene-KPHS_33580,putative outer membrane or exported
gene-KPHS_33590,IclR family transcriptional regulator
gene-KPHS_33600,putative transport protein
gene-KPHS_33610,heat shock protein HtpX
gene-KPHS_33620,carboxy-terminal protease
gene-KPHS_33630,ProP effector protein
gene-KPHS_33640,GAF domain-containing protein
gene-KPHS_33650,membrane integrity lipid transport subunit YebS
gene-KPHS_33660,PqiB family protein
gene-KPHS_33670,putative methyltransferase
gene-KPHS_33680,YebV family protein
gene-KPHS_33690,YebW family protein
gene-KPHS_33700,protein phosphatase 1
gene-KPHS_33710,DUF535 domain-containing protein
gene-KPHS_33720,Ecr family regulatory small membrane protein
gene-KPHS_33730,YebY family protein
gene-KPHS_33740,putative resistance protein
gene-KPHS_33750,CopC domain-containing protein YobA
gene-KPHS_33760,DNA polymerase III subunit theta
gene-KPHS_33770,exodeoxyribonuclease X
gene-KPHS_33780,protease 2
gene-KPHS_33790,protease 2
gene-KPHS_33800,tellurite resistance TerB family protein
gene-KPHS_33810,SOS regulon DNA damage-inducible protein
gene-KPHS_33820,phosphoribosylglycinamide formyltransferase 2
gene-KPHS_33830,keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase
gene-KPHS_33840,phosphogluconate dehydratase
gene-KPHS_33850,phosphogluconate dehydratase
gene-KPHS_33860,phosphogluconate dehydratase
gene-KPHS_33870,glucose-6-phosphate 1-dehydrogenase
gene-KPHS_33880,hypothetical protein
gene-KPHS_33890,transcriptional regulator HexR
gene-KPHS_33900,pyruvate kinase
gene-KPHS_33910,lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
gene-KPHS_33920,murein DD-endopeptidase MepM
gene-KPHS_33930,high-affinity zinc uptake system periplasmic protein
gene-KPHS_33940,high-affinity zinc transporter ATPase
gene-KPHS_33950,high-affinity zinc uptake system membrane protein
gene-KPHS_33960,Holliday junction DNA helicase B
gene-KPHS_33970,Holliday junction DNA helicase motor protein
gene-KPHS_33980,Holliday junction resolvase
gene-KPHS_33990,YebC/PmpR family DNA-binding transcriptional regulator
gene-KPHS_34000,dATP pyrophosphohydrolase
gene-KPHS_34010,aspartyl-tRNA synthetase
gene-KPHS_34020,hydrolase
gene-KPHS_34030,DUF72 domain-containing protein
gene-KPHS_34040,MAPEG family protein
gene-KPHS_34050,putative methyltransferase
gene-KPHS_34060,putative methyltransferase
gene-KPHS_34070,copper homeostasis protein
gene-KPHS_34080,VOC family protein
gene-KPHS_34090,arginyl-tRNA synthetase
gene-KPHS_34100,putative cytoplasmic protein
gene-KPHS_34110,putative oligogalacturonide transporter
gene-KPHS_34120,universal stress protein C
gene-KPHS_34130,alpha%2Calpha-trehalose-phosphate synthase
gene-KPHS_34140,trehalose-6-phosphate phosphatase
gene-KPHS_34150,L-arabinose transport system permease component
gene-KPHS_34160,L-arabinose transporter ATP-binding protein
gene-KPHS_34170,L-arabinose-binding periplasmic protein
gene-KPHS_34180,hypothetical protein
gene-KPHS_34190,ferritin-like protein
gene-KPHS_34200,succinate dehydrogenase
gene-KPHS_34210,putative oligogalacturonide transporter
gene-KPHS_34220,DUF2766 domain-containing protein
gene-KPHS_34230,MFS family transporter
gene-KPHS_34240,RpiB/LacA/LacB family sugar-phosphate isomerase
gene-KPHS_34250,hypothetical protein
gene-KPHS_34260,ferritin
gene-KPHS_34270,YecH family protein
gene-KPHS_34280,tyrosine-specific transport protein
gene-KPHS_34290,YecA family protein
gene-KPHS_34300,dihydrodipicolinate synthase
gene-KPHS_34310,phosphatidylglycerophosphate synthetase
gene-KPHS_34320,excinuclease ABC subunit C
gene-KPHS_34330,response regulator
gene-KPHS_34340,DUF2594 family protein
gene-KPHS_34350,LuxR/UhpA-family transcriptional activator for cell division
gene-KPHS_34360,putative amino-acid ABC transporter ATP-binding protein YecC
gene-KPHS_34370,amino acid ABC transporter membrane protein
gene-KPHS_34380,D-cysteine desulfhydrase
gene-KPHS_34390,cystine transporter subunit
gene-KPHS_34400,alpha-amylase
gene-KPHS_34410,lipoprotein
gene-KPHS_34420,positive regulator for ctr capsule biosynthesis%2C positive transcription factor
gene-KPHS_34430,protein DsrB
gene-KPHS_34440,YodD family protein
gene-KPHS_34450,cellulose biosynthesis regulator YedQ
gene-KPHS_34460,DUF808 domain-containing protein
gene-KPHS_34470,putative transmembrane protein
gene-KPHS_34480,DNA mismatch endonuclease%2C patch repair protein
gene-KPHS_34490,DNA cytosine methylase
gene-KPHS_34500,phosphohydrolase
gene-KPHS_34510,putative outer membrane protein N precursor
gene-KPHS_34520,hypothetical protein
gene-KPHS_34530,outer membrane pore protein S1
gene-KPHS_34540,DgsA anti-repressor MtfA
gene-KPHS_34550,RidA family protein
gene-KPHS_34560,LysR family transcriptional regulator
gene-KPHS_34570,L%2CD-transpeptidase
gene-KPHS_34580,transcriptional regulator Cbl
gene-KPHS_34590,nitrogen assimilation transcriptional regulator
gene-KPHS_34600,integrase
gene-KPHS_34610,salicylate synthase Irp9
gene-KPHS_34620,MFS superfamily transporter signal transducer
gene-KPHS_34630,permease and ATP-binding protein of yersiniabactin-iron ABC transporter YbtQ
gene-KPHS_34640,lipoprotein inner membrane ABC-transporter
gbkey=CDS,locus_tag=KPHS_34650
gene-KPHS_34660,High-molecular-weight nonribosomal peptide/polyketide synthetase 2 (HMWP2)
gene-KPHS_34670,High-molecular-weight nonribosomal peptide/polyketide synthetase 1 (HMWP1)
gene-KPHS_34680,irp3 protein%2C yersiniabactin siderophore biosynthetic protein
gene-KPHS_34690,putative thioesterase YbtT
gene-KPHS_34700,yersiniabactin siderophore biosynthetic protein
gene-KPHS_34710,pesticin/yersiniabactin TonB-dependent receptor
gene-KPHS_34720,hypothetical protein
gene-KPHS_34730,DUF2857 domain-containing protein
gene-KPHS_34740,hypothetical protein
gene-KPHS_34750,hypothetical protein
gene-KPHS_34760,putative type IV secretory pathway VirB1 component
gene-KPHS_34770,TrbC/VirB2 family protein
gene-KPHS_34780,putative type IV secretory pathway VirB4 component
gene-KPHS_34790,type IV secretion system protein
gene-KPHS_34800,type IV secretion system protein
gene-KPHS_34810,hypothetical protein
gene-KPHS_34820,type IV secretion system VirB8 component
gene-KPHS_34830,type IV secretory pathway VirB9 component
gene-KPHS_34840,type IV secretory pathway VirB10 component
gene-KPHS_34850,type IV secretory pathway VirB11 component
gene-KPHS_34860,hypothetical protein
gene-KPHS_34870,putative MobB mobilization protein
gene-KPHS_34880,putative MobC mobilization protein
gene-KPHS_34890,putative Antirestriction protein ardC
gene-KPHS_34900,restriction endonuclease
gene-KPHS_34910,hypothetical protein
gene-KPHS_34920,hypothetical protein
gene-KPHS_34930,AAA family ATPase
gene-KPHS_34940,DUF4917 family protein
gene-KPHS_34950,ATP-binding protein
gene-KPHS_34960,putative Retron-type reverse transcriptase
gene-KPHS_34970,hypothetical protein
gene-KPHS_34980,putative sodium:hydrogen antiporter
gene-KPHS_34990,putative regulatory protein TetR
gene-KPHS_35000,putative dehydrogenase
gene-KPHS_35010,hypothetical protein
gene-KPHS_35020,putative lysophospholipase
gene-KPHS_35030,polymyxin resistance protein B
gene-KPHS_35040,AMP nucleosidase
gene-KPHS_35060,putative MATE family transport protein
gene-KPHS_35050,hypothetical protein
gene-KPHS_35070,hypothetical protein
gene-KPHS_35080,sensor domain-containing diguanylate cyclase
gene-KPHS_35090,putative non-heme chloroperoxidase
gene-KPHS_35100,hypothetical protein
gene-KPHS_35110,LysR family transcriptional regulator
gene-KPHS_35120,DUF1869 domain-containing protein
gene-KPHS_35130,putative tellurite resistance protein
gene-KPHS_35140,hypothetical protein
gene-KPHS_35150,EAL domain-containing protein
gene-KPHS_35160,molybdopterin-dependent oxidoreductase
gene-KPHS_35170,shikimate transporter
gene-KPHS_35180,hypothetical protein
gene-KPHS_35190,putative LysR-family transcriptional regulator
gene-KPHS_35200,4-oxalocrotonate tautomerase
gene-KPHS_35210,HPP family protein
gene-KPHS_35220,putative S-adenosylhomocysteine hydrolase
gene-KPHS_35230,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
gene-KPHS_35240,adenosylcobinamide-GDP ribazoletransferase
gene-KPHS_35250,DUF496 family protein
gene-KPHS_35260,inner membrane protein YeeA
gene-KPHS_35270,DNA gyrase inhibitor
gene-KPHS_35280,putative reverse transcriptase/maturase
gene-KPHS_35290,D-alanyl-D-alanine carboxypeptidase
gene-KPHS_35300,exodeoxyribonuclease I
gene-KPHS_35310,elongation factor EF-2
gene-KPHS_35320,helix-turn-helix transcriptional regulator
gene-KPHS_35330,amino acid APC transporter
gene-KPHS_35340,putative LysR-family transcriptional regulator
gene-KPHS_35350,SDR family oxidoreductase
gene-KPHS_35360,ATP phosphoribosyltransferase
gene-KPHS_35370,histidinol dehydrogenase
gene-KPHS_35380,histidinol-phosphate aminotransferase
gene-KPHS_35390,histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase
gene-KPHS_35400,imidazole glycerol phosphate synthase
gene-KPHS_35410,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
gene-KPHS_35420,imidazole glycerol phosphate synthase subunit HisF
gene-KPHS_35430,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
gene-KPHS_35440,glycosyl transferase family protein
gene-KPHS_35450,galactosyl transferase
gene-KPHS_35460,glycosyltransferase
gene-KPHS_35470,putative UDP-galactopyranose mutase
gene-KPHS_35480,DUF4422 domain-containing protein
gene-KPHS_35490,lipopolysaccharide O-antigen ABC transport system ATP-binding component
gene-KPHS_35500,lipopolysaccharide O-antigen ABC transport system transmembrane component
gene-KPHS_35510,uridine diphosphate galacturonate 4-epimerase
gene-KPHS_35520,hypothetical protein
gene-KPHS_35530,small membrane protein
gene-KPHS_35540,UDP-glucose 6-dehydrogenase
gene-KPHS_35550,dTDP-4-dehydrorhamnose 3%2C5-epimerase
gene-KPHS_35560,dTDP-4-dehydrorhamnose reductase
gene-KPHS_35570,glucose-1-phosphate thymidylyltransferase
gene-KPHS_35580,dTDP-D-glucose 4%2C6-dehydratase
gene-KPHS_35590,6-phosphogluconate dehydrogenase
gene-KPHS_35600,polysaccharide biosynthesis protein
gene-KPHS_35610,glycosyltransferase family 61 protein
gene-KPHS_35620,EpsG family protein
gene-KPHS_35630,family 2 glycosyl transferase
gene-KPHS_35640,carbohydrate lyase
gene-KPHS_35650,glycosyltransferase
gene-KPHS_35660,glycosyl transferase family protein
gene-KPHS_35670,UDP-Gal::undecaprenolphosphate Gal-1-P transferase
gene-KPHS_35680,putative transmembrane protein Wzc
gene-KPHS_35690,polysaccharide export protein
gene-KPHS_35700,capsule assembly Wzi family protein
gene-KPHS_35710,hypothetical protein
gene-KPHS_35720,putative transposase
gene-KPHS_35730,acid phosphatase-like protein
gene-KPHS_35740,UDP-glucose pyrophosphorylase
gene-KPHS_35750,putative transmembrane protein
gene-KPHS_35760,putative assembly protein
gene-KPHS_35770,deoxycytidine triphosphate deaminase
gene-KPHS_35780,uridine kinase
gene-KPHS_35790,3-methyladenine DNA glycosylase
gene-KPHS_35800,putative chaperone
gene-KPHS_35810,putative signal transduction histidine kinase
gene-KPHS_35820,putative response regulator receiver
gene-KPHS_35830,small membrane protein
gene-KPHS_35840,putative positive transcription regulator
gene-KPHS_35850,glutamate-aspartate symport protein
gene-KPHS_35860,multidrug efflux system subunit MdtA
gene-KPHS_35870,multidrug efflux system subunit MdtB
gene-KPHS_35880,multidrug efflux system subunit MdtC
gene-KPHS_35890,multidrug efflux system protein MdtE
gene-KPHS_35900,two-component regulatory system sensor protein
gene-KPHS_35910,two-component regulatory system response regulator
gene-KPHS_35920,putative protease
gene-KPHS_35930,lipid kinase
gene-KPHS_35940,peptide ABC transporter ATP-binding protein
gene-KPHS_35950,putative dipeptide ABC transport system ATP-binding component
gene-KPHS_35960,peptide/nickel transport system permease
gene-KPHS_35970,putative ABC transport system permease
gene-KPHS_35980,putative ABC transport system periplasmic binding protein
gene-KPHS_35990,putative mandelate racemase / muconate lactonizing enzyme
gene-KPHS_36000,HAD-superfamily hydrolase
gene-KPHS_36010,D-arabinitol transporter
gene-KPHS_36020,xylulokinase
gene-KPHS_36030,D-arabinitol dehydrogenase
gene-KPHS_36040,SorC family transcriptional regulator
gene-KPHS_36050,LacI family transcriptional regulator
gene-KPHS_36060,ribitol dehydrogenase rbtD
gene-KPHS_36070,ribitol kinase
gene-KPHS_36080,putative transport protein
gene-KPHS_36090,fructose-bisphosphate aldolase
gene-KPHS_36100,phosphomethylpyrimidine kinase
gene-KPHS_36110,hydroxyethylthiazole kinase
gene-KPHS_36120,hypothetical protein
gene-KPHS_36130,universal stress protein A
gene-KPHS_36140,LysR family transcriptional regulator
gene-KPHS_36150,putative amidohydrolase
gene-KPHS_36160,putative xanthine/uracil/vitamin C permease
gene-KPHS_36170,LysR family transcriptional regulator
gene-KPHS_36180,RcnB family protein
gene-KPHS_36190,GNAT family N-acetyltransferase
gene-KPHS_36200,putative ATP-binding protein
gene-KPHS_36210,putative ATP-binding protein
gene-KPHS_36220,hypothetical protein
gene-KPHS_36230,methionyl-tRNA synthetase
gene-KPHS_36240,DUF1456 family protein
